time,Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa[VA],Sb [VA],Sc [VA],In [A],Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],Freq min [Hz],Freq max [Hz],Freq avg [Hz]
2021-02-25 10:40:00,116402.1,113080.2,111640.7,80015.29,26602.84,21939.33,31473.12,350381.7,119403.4,115188.8,115992.2,60.74,223.23,224.14,225.33,386.75,389.99,388.42,223.79,224.66,225.73,387.76,390.73,389.23,224.09,224.98,226.03,388.28,391.29,389.73,461.17,448.22,447.1,508.78,489.94,491.78,559.25,539.3,541.82,59.94,60.04,59.99
2021-02-25 10:50:00,115243.9,112787.5,112819.5,84382.72,28540.09,22870.08,32972.55,351140.6,118725.2,115082.8,117539.0,54.7,222.86,223.72,224.92,386.11,389.25,387.71,223.53,224.34,225.53,387.23,390.29,388.84,223.91,224.73,225.88,387.93,390.95,389.46,475.43,476.26,476.73,515.02,503.25,505.65,601.14,572.89,589.86,59.97,60.06,60.01
2021-02-25 11:00:00,107488.1,104895.6,104044.9,61993.48,20921.39,16017.43,25054.65,322444.2,109505.2,106111.5,107019.0,54.59,222.4,223.21,224.4,385.27,388.32,386.89,223.11,223.89,225.1,386.48,389.51,388.12,223.56,224.31,225.51,387.24,390.23,388.87,483.67,467.45,469.49,517.54,502.94,507.06,570.63,561.08,563.51,59.95,60.07,60.0
2021-02-25 11:10:00,96133.59,94136.12,94015.2,38188.75,13360.57,8543.58,16284.6,286838.4,97057.57,94523.02,95415.12,43.24,222.22,222.7,224.26,384.65,387.84,386.58,224.61,225.27,226.58,388.9,391.95,390.8,225.32,226.02,227.35,390.17,393.27,392.13,381.19,369.86,368.29,434.99,420.16,417.43,805.47,767.06,788.03,59.92,60.06,60.01
2021-02-25 11:20:00,88408.2,89422.68,87916.84,28188.01,9130.74,6028.37,13028.89,267238.5,88878.46,89625.65,88877.02,32.82,224.43,224.87,226.23,388.44,391.2,390.39,224.96,225.57,226.82,389.48,392.4,391.33,225.42,225.85,227.24,390.12,392.98,392.15,367.69,352.24,364.9,401.78,389.93,393.17,466.99,459.9,457.6,59.96,60.07,60.01
2021-02-25 11:30:00,94526.87,91728.41,90467.82,40311.44,13643.11,9284.44,17383.88,279643.8,95506.35,92197.08,92122.88,50.12,224.42,224.98,226.3,388.53,391.38,390.36,224.83,225.37,226.68,389.21,392.05,391.12,225.19,225.64,227.04,389.73,392.58,391.75,365.02,370.52,358.81,401.51,398.64,389.71,454.08,447.35,457.79,59.96,60.05,60.01
2021-02-25 11:40:00,85834.41,87440.37,87254.98,36630.91,12121.39,7735.33,16774.18,263092.3,86686.07,87781.85,88852.72,33.49,223.89,224.64,225.92,387.75,390.85,389.67,224.72,225.25,226.58,389.01,391.88,390.92,225.21,225.83,227.08,389.95,392.82,391.77,357.02,356.95,366.45,402.36,398.57,391.67,456.71,445.04,436.3,59.94,60.08,60.01
2021-02-25 11:50:00,78040.81,77186.45,76387.9,44800.3,15854.91,10517.56,18427.83,235908.1,79635.09,77899.72,78579.23,39.98,223.85,224.55,225.98,387.59,390.82,389.72,224.5,225.21,226.53,388.75,391.89,390.67,224.78,225.48,226.79,389.29,392.34,391.12,336.71,334.82,321.01,390.33,384.11,370.12,449.24,437.94,427.98,59.95,60.05,60.01
2021-02-25 12:00:00,76246.9,75421.01,69569.38,44575.07,15266.88,12091.28,17216.91,225683.1,77760.32,76384.08,71668.13,47.16,224.36,224.96,226.24,388.46,391.37,390.31,224.91,225.62,226.81,389.46,392.48,391.24,225.35,226.07,227.26,390.2,393.19,392.05,327.38,312.73,313.1,352.62,340.33,335.73,401.42,382.59,383.92,59.95,60.07,60.01
2021-02-25 12:10:00,76319.4,73208.73,72896.34,42438.11,14722.09,10125.51,17590.51,226436.8,77726.38,73905.64,74988.69,45.6,223.95,224.69,225.92,387.77,390.93,389.68,224.87,225.53,226.76,389.36,392.35,391.17,225.73,226.31,227.55,390.84,393.65,392.56,307.44,310.35,290.81,339.06,337.79,327.27,392.75,379.36,377.19,59.91,60.06,60.0
2021-02-25 12:20:00,70943.64,72095.2,75231.89,44367.4,14242.17,10557.43,19567.8,222734.3,72359.1,72864.09,77735.04,27.09,224.13,224.72,226.06,387.99,391.03,389.91,224.6,225.23,226.49,388.82,391.91,390.71,225.02,225.57,226.91,389.47,392.51,391.4,309.78,296.35,303.21,342.04,335.29,340.93,391.57,388.62,396.45,59.95,60.04,60.0
2021-02-25 12:30:00,75523.75,76222.67,80082.31,56510.45,19915.7,13564.49,23030.26,238616.8,78105.52,77420.23,83328.09,28.31,220.2,220.93,222.13,381.32,384.23,383.07,223.48,224.22,225.42,387.0,390.16,388.72,225.87,226.71,227.83,391.24,394.41,392.86,306.03,309.94,322.91,352.78,350.47,364.17,410.86,427.28,430.8,59.97,60.09,60.02
2021-02-25 12:40:00,111317.3,115534.7,112922.4,90899.72,29578.98,24483.39,36837.35,351723.5,115180.1,118100.4,118779.0,42.67,222.5,223.18,224.54,385.31,388.49,387.11,222.85,223.54,224.83,385.89,389.03,387.67,223.11,223.92,225.11,386.48,389.57,388.14,350.72,345.93,370.47,437.89,438.16,451.47,542.77,555.05,558.13,59.95,60.06,60.01
2021-02-25 12:50:00,109082.8,110404.4,107805.5,83393.4,27349.69,22863.32,33180.39,337749.8,112459.1,112746.9,112796.1,47.21,222.16,222.85,224.39,384.61,388.16,386.66,222.93,223.7,225.07,386.07,389.42,387.93,223.21,224.11,225.39,386.67,390.07,388.44,457.53,453.5,459.21,493.74,492.24,497.87,631.62,607.42,630.74,59.96,60.07,60.02
2021-02-25 13:00:00,97042.83,98061.2,99118.17,68672.22,22503.46,17860.21,28308.54,302130.1,99617.85,99674.4,103081.4,40.28,222.31,223.21,224.39,385.21,388.46,386.69,223.02,223.83,225.03,386.33,389.47,387.92,223.3,224.15,225.35,386.83,390.1,388.37,444.81,442.57,454.69,481.27,481.28,485.58,595.17,593.2,602.89,59.93,60.05,59.99
2021-02-25 13:10:00,100615.4,101727.0,100777.6,64371.86,20669.52,17050.36,26651.98,309879.8,102716.5,103146.0,104242.3,41.1,222.95,223.79,224.98,386.22,389.43,387.86,223.35,224.11,225.37,386.86,389.97,388.54,223.63,224.42,225.69,387.32,390.51,389.07,438.12,436.27,433.66,468.46,471.65,465.9,517.18,522.1,538.16,59.97,60.05,60.01
2021-02-25 13:20:00,108649.8,111587.7,105545.2,64857.69,20087.69,17631.59,27138.4,332176.0,110491.2,112972.1,108978.3,47.56,222.72,223.51,224.83,385.76,389.04,387.51,223.61,224.33,225.59,387.29,390.33,388.96,224.02,224.73,225.94,388.02,390.94,389.67,429.38,432.66,423.65,467.45,474.71,465.2,527.51,528.74,528.49,59.95,60.05,60.0
2021-02-25 13:30:00,115790.2,108750.0,112936.3,64119.76,21287.41,16680.26,26152.09,343513.8,117730.7,110021.8,115924.7,66.87,222.38,223.11,224.41,385.14,388.28,386.83,223.12,223.83,225.05,386.45,389.4,388.08,223.64,224.34,225.49,387.43,390.17,388.9,460.26,459.09,442.47,511.87,506.66,503.62,587.09,560.02,578.4,59.94,60.06,59.99
2021-02-25 13:40:00,109946.0,109998.5,111382.6,61904.92,20050.9,15634.22,26219.8,337060.7,111759.4,111104.0,114427.1,47.27,222.15,222.88,223.87,384.78,387.71,386.07,222.59,223.33,224.54,385.52,388.56,387.18,223.02,223.7,224.94,386.19,389.16,387.92,486.63,465.71,471.62,514.55,499.0,504.57,563.0,548.39,605.04,59.93,60.01,59.97
2021-02-25 13:50:00,108835.9,105023.7,104336.0,48452.65,16344.26,12131.21,19977.18,321863.4,110056.3,105722.0,106231.3,54.05,221.99,222.75,224.01,384.54,387.5,386.13,222.66,223.41,224.6,385.65,388.67,387.31,223.57,224.38,225.63,387.23,390.4,389.07,467.86,447.49,444.88,513.01,492.17,501.22,573.77,542.6,559.74,59.88,60.02,59.94
2021-02-25 14:00:00,112958.0,108702.3,114197.3,53059.48,17471.15,12928.2,22660.13,340023.0,114301.1,109468.3,116423.8,53.75,223.01,223.68,224.88,386.17,389.21,387.84,223.63,224.34,225.53,387.31,390.29,388.95,224.12,224.79,226.0,388.17,391.09,389.75,485.31,460.5,466.47,512.87,494.85,508.35,566.27,552.92,578.49,59.95,60.07,60.01
2021-02-25 14:10:00,112923.9,107100.0,113315.3,55123.39,19194.96,13552.44,22375.99,337866.3,114543.7,107954.1,115503.4,52.81,223.05,223.77,224.79,386.37,389.12,387.78,223.49,224.2,225.29,387.12,389.94,388.59,223.88,224.55,225.67,387.74,390.52,389.29,472.05,448.17,461.73,510.88,485.14,502.28,559.91,525.44,547.45,59.96,60.05,60.01
2021-02-25 14:20:00,105201.8,101271.0,108596.7,61777.16,21280.27,15039.56,25457.34,321068.9,107332.5,102381.6,111540.7,50.21,223.19,223.89,225.01,386.5,389.51,388.06,223.51,224.24,225.36,387.1,390.08,388.68,223.86,224.55,225.69,387.66,390.66,389.26,475.08,444.59,485.05,515.74,479.47,510.55,579.8,534.82,563.64,59.97,60.06,60.01
2021-02-25 14:30:00,109593.2,105846.7,112508.4,56328.2,19298.28,13823.52,23206.4,332750.6,111279.4,106745.6,114876.8,46.44,222.14,222.16,223.11,383.85,386.51,385.36,223.76,224.5,225.64,387.53,390.58,389.12,224.15,224.82,225.96,388.14,391.11,389.73,443.28,421.97,455.14,487.94,462.84,495.84,549.69,520.54,554.71,59.95,60.06,60.0
2021-02-25 14:40:00,115572.5,112044.2,118741.2,64329.09,21725.62,16179.25,26424.21,352281.2,117596.8,113206.4,121645.8,51.34,222.93,223.76,224.81,386.25,389.19,387.66,223.49,224.36,225.36,387.21,390.26,388.55,223.78,224.7,225.69,387.74,390.8,389.11,479.73,442.27,483.33,507.44,477.2,517.4,562.76,540.64,583.9,59.9,60.02,59.96
2021-02-25 14:50:00,95511.07,91374.89,98029.6,30526.12,10281.62,6831.23,13413.27,286546.2,96062.88,91629.89,98943.01,45.18,223.26,224.11,224.97,386.92,389.63,388.0,223.84,224.61,225.55,387.82,390.55,389.03,224.62,225.33,226.37,389.04,391.86,390.51,426.55,406.88,435.52,498.96,480.19,507.38,561.36,538.99,566.58,59.96,60.07,60.02
2021-02-25 15:00:00,99404.25,95877.52,99980.94,27150.48,8390.35,6002.97,12757.17,296508.4,99757.72,96065.27,100791.5,48.0,223.64,224.56,225.27,387.51,390.56,388.35,224.37,225.19,226.14,388.73,391.56,390.06,224.73,225.56,226.5,389.39,392.17,390.74,403.8,371.95,395.25,442.15,419.57,440.67,526.23,491.36,522.23,59.97,60.06,60.01
2021-02-25 15:10:00,97940.4,95289.1,96694.75,11461.51,7388.33,-6311.79,10384.97,290150.7,98218.68,95497.91,97250.82,42.64,223.75,224.54,225.57,387.57,390.57,389.05,224.52,225.33,226.33,388.94,391.89,390.34,224.87,225.59,226.66,389.53,392.29,390.94,399.8,375.13,412.77,431.5,412.41,437.59,479.43,461.01,486.72,59.96,60.04,60.01
2021-02-25 15:20:00,99286.39,95885.38,100602.4,34379.42,11272.77,7851.94,15254.71,297765.5,99924.28,96206.34,101752.4,47.89,224.1,224.82,225.85,388.14,390.92,389.75,224.79,225.48,226.52,389.35,392.08,390.8,225.02,225.68,226.81,389.74,392.51,391.29,401.47,390.8,401.46,439.3,423.07,436.74,533.39,492.66,504.3,59.96,60.06,60.01
2021-02-25 15:30:00,121911.4,117425.0,119075.3,49917.85,16821.35,12267.94,20828.56,361871.2,123066.5,118064.1,120883.3,54.69,224.06,224.89,225.99,388.34,391.17,389.59,224.82,225.59,226.59,389.49,392.26,390.86,225.32,225.97,226.97,390.32,392.86,391.65,443.28,424.27,448.2,482.99,461.15,477.51,565.89,539.89,553.02,59.95,60.09,60.0
2021-02-25 15:40:00,131624.7,130165.3,130974.2,79975.01,26508.87,20779.29,32686.85,400823.8,134267.6,131813.5,134991.4,58.47,223.96,224.72,225.71,388.15,390.72,389.2,224.63,225.39,226.42,389.2,391.91,390.52,225.1,225.8,226.92,389.91,392.65,391.43,522.08,500.42,497.43,564.24,542.37,549.47,661.55,661.04,664.21,59.95,60.08,60.02
2021-02-25 15:50:00,124026.8,121481.0,119211.5,74039.41,24587.44,20414.54,29037.42,372158.7,126440.5,123184.4,122697.0,55.94,223.78,224.64,225.72,387.79,390.75,389.11,224.74,225.5,226.64,389.34,392.24,390.81,225.26,225.9,227.23,390.09,393.09,391.85,543.28,520.4,526.55,578.46,564.11,570.81,639.18,621.06,632.0,59.94,60.05,60.0
2021-02-25 16:00:00,124604.1,120234.1,121793.0,60041.14,19920.04,15965.95,24155.15,371514.9,126186.3,121289.5,124165.2,54.9,222.01,222.73,223.98,384.54,387.53,386.19,223.42,224.14,225.33,387.0,389.92,388.55,225.46,226.11,227.41,390.48,393.37,392.12,503.98,490.28,506.53,557.75,544.58,555.99,612.58,591.28,615.64,59.95,60.05,60.01
2021-02-25 16:10:00,121577.3,120569.2,121243.0,81741.86,27769.64,22341.62,31630.6,372469.7,124708.4,122621.7,125301.1,45.15,221.93,222.68,223.75,384.59,387.27,385.78,222.61,223.3,224.36,385.65,388.34,386.96,222.95,223.68,224.7,386.24,389.0,387.54,539.1,508.69,532.85,591.59,567.63,589.23,679.63,652.52,668.35,59.94,60.06,60.01
2021-02-25 16:20:00,132748.6,126983.5,130580.9,83037.35,28052.34,22707.56,32277.45,399048.1,135680.2,128997.8,134511.0,60.46,222.27,222.81,224.05,384.91,387.66,386.44,222.69,223.4,224.52,385.78,388.57,387.17,223.09,223.82,225.01,386.45,389.4,387.96,523.49,506.05,516.45,578.21,557.37,574.49,661.3,638.94,654.31,59.95,60.06,60.0
2021-02-25 16:30:00,134092.7,129047.8,130435.3,84384.58,28338.56,23677.51,32368.5,402520.4,137054.4,131202.0,134391.5,58.13,222.05,222.64,223.68,384.59,387.12,385.93,222.8,223.35,224.54,385.82,388.51,387.35,223.2,223.75,225.02,386.5,389.31,388.06,533.3,509.55,538.61,596.96,572.14,595.55,661.82,640.35,660.75,59.97,60.06,60.02
2021-02-25 16:40:00,127714.9,120083.1,126092.4,75881.43,26827.28,20426.0,28628.14,381512.8,130502.1,121807.9,129301.5,57.5,222.38,223.13,224.21,385.29,388.1,386.6,223.09,223.79,225.02,386.41,389.37,387.98,223.53,224.32,225.54,387.18,390.31,388.85,528.91,499.53,519.61,595.97,567.73,584.28,677.77,646.74,661.23,59.98,60.05,60.02
2021-02-25 16:50:00,124337.4,119086.3,121175.1,73699.13,25204.0,19545.19,28949.94,371973.0,126866.2,120679.6,124585.4,61.45,222.51,223.23,224.42,385.41,388.36,386.93,223.05,223.82,224.9,386.41,389.31,387.81,223.47,224.21,225.27,387.09,389.94,388.48,535.21,500.94,533.6,584.92,550.62,579.76,675.13,628.21,662.02,59.95,60.09,60.03
2021-02-25 17:00:00,128020.9,125451.5,123656.8,76544.27,25697.51,20878.57,29968.18,384818.7,130574.6,127177.0,127236.4,56.66,222.02,222.92,224.07,384.69,387.82,386.23,222.74,223.55,224.75,385.88,388.95,387.45,223.19,223.91,225.18,386.6,389.58,388.25,527.05,517.26,515.09,606.74,576.33,586.02,676.97,639.92,657.41,59.93,60.08,60.0
2021-02-25 17:10:00,120834.4,115404.2,119634.6,69399.55,24560.02,17497.62,27341.92,362576.9,123305.1,116723.2,122719.2,58.47,222.41,223.13,224.25,385.33,388.07,386.71,223.11,223.8,224.93,386.49,389.25,387.92,223.68,224.24,225.38,387.35,389.96,388.88,521.22,506.68,525.2,567.96,550.27,562.16,641.4,626.95,627.48,59.94,60.06,60.0
2021-02-25 17:20:00,124869.9,115456.7,116218.3,73776.14,26045.92,19222.47,28507.76,364097.8,127557.3,117046.0,119663.6,81.51,222.44,223.38,224.64,385.36,388.66,387.17,223.23,223.96,225.13,386.66,389.55,388.29,223.67,224.33,225.53,387.45,390.27,388.93,521.36,485.18,486.47,559.36,522.21,531.14,608.38,576.52,582.03,59.94,60.03,59.98
2021-02-25 17:30:00,123345.7,119068.2,119173.2,70118.5,23259.16,18837.54,28021.81,368323.0,125519.5,120549.2,122423.3,61.58,221.11,221.77,222.95,383.0,385.77,384.55,222.19,222.89,224.05,384.86,387.69,386.43,224.03,224.8,225.88,388.12,390.99,389.54,524.33,490.25,496.29,558.55,532.57,539.83,599.49,577.64,585.29,59.97,60.08,60.03
2021-02-25 17:40:00,114754.8,110830.2,110859.9,64520.64,22072.23,17277.96,25170.46,342575.6,116858.2,112168.9,113681.4,56.24,221.05,221.76,222.95,382.92,385.71,384.48,221.62,222.29,223.52,383.82,386.71,385.5,222.02,222.63,223.88,384.47,387.28,386.18,521.19,499.49,503.27,553.49,529.2,532.51,610.33,578.02,584.86,59.97,60.08,60.03
2021-02-25 17:50:00,117786.8,115092.1,116106.8,64378.86,21617.46,16398.37,26363.03,354874.2,119754.1,116254.5,119062.2,57.63,221.35,222.04,223.37,383.31,386.57,385.21,221.77,222.45,223.83,383.98,387.18,385.93,222.1,222.81,224.18,384.57,387.84,386.54,490.6,477.55,489.34,534.74,513.35,529.92,581.57,556.13,576.32,59.96,60.08,60.02
2021-02-25 18:00:00,129196.8,126308.1,129365.7,78906.35,27678.54,20371.76,30856.05,392876.0,132128.4,127940.4,132994.6,54.97,221.42,222.14,223.43,383.49,386.56,385.22,222.23,222.98,224.24,384.92,387.98,386.61,222.53,223.3,224.52,385.47,388.41,387.1,509.48,495.11,508.37,548.54,534.52,545.73,629.24,604.93,622.78,59.96,60.07,60.03
2021-02-25 18:10:00,127036.2,126327.2,132918.3,78450.02,27845.74,19573.38,31030.89,394167.5,130052.2,127834.6,136492.5,42.15,221.56,222.27,223.64,383.68,386.96,385.47,222.16,222.94,224.22,384.82,388.0,386.47,222.46,223.17,224.53,385.22,388.49,387.0,545.59,543.26,572.3,583.63,573.06,599.4,639.84,619.98,650.68,59.98,60.07,60.02
2021-02-25 18:20:00,127400.6,124283.3,131021.2,77470.53,26932.56,19297.01,31240.97,390467.5,130216.3,125772.5,134694.3,53.94,221.96,222.78,224.09,384.49,387.82,386.13,222.53,223.26,224.53,385.42,388.54,387.06,222.91,223.58,224.91,386.08,389.13,387.68,561.49,546.93,584.92,589.77,571.22,606.35,635.78,614.8,658.85,59.98,60.08,60.03
2021-02-25 18:30:00,127113.0,126400.8,128550.7,83246.03,28112.09,21852.74,33281.2,391028.4,130184.5,128275.9,132789.0,50.45,222.01,222.8,223.96,384.66,387.71,386.03,222.83,223.51,224.77,385.92,388.92,387.54,223.63,224.4,225.53,387.45,390.37,388.82,560.64,539.42,574.78,598.34,582.68,612.32,677.99,656.94,693.22,60.01,60.09,60.05
2021-02-25 18:40:00,123052.5,122520.6,127078.5,79534.49,27228.79,20020.96,32284.75,381044.5,126029.0,124145.6,131115.4,47.49,221.14,221.77,223.11,382.86,386.17,384.88,221.84,222.4,223.76,384.13,387.03,385.84,222.31,222.96,224.34,384.97,388.04,386.81,559.78,549.8,579.39,590.86,587.98,606.48,642.91,639.87,673.09,59.95,60.08,60.01
2021-02-25 18:50:00,115795.7,117127.1,120104.2,59845.14,19845.86,14402.88,25596.4,358063.6,117484.1,118009.3,122801.5,38.49,221.63,222.21,223.62,383.7,386.85,385.59,222.2,222.8,224.22,384.68,387.84,386.61,222.53,223.2,224.6,385.33,388.53,387.19,500.76,486.28,521.05,544.26,530.54,557.38,629.09,608.18,636.61,59.97,60.05,60.0
2021-02-25 19:00:00,105573.6,105545.8,110861.4,15585.62,8454.0,-5326.82,12458.44,322357.9,105911.6,105680.2,111559.3,32.78,222.22,222.8,224.25,384.72,387.84,386.63,223.29,223.74,225.17,386.43,389.4,388.45,223.76,224.22,225.67,387.26,390.24,389.29,445.72,440.36,468.22,478.52,474.4,500.83,566.74,561.62,610.09,59.96,60.04,60.0
2021-02-25 19:10:00,91375.59,91333.25,97782.17,11738.37,6269.35,-5072.63,10541.66,280736.5,91590.41,91474.01,98348.77,33.12,222.03,221.69,222.53,384.37,384.6,385.34,222.94,223.42,224.81,385.87,388.82,387.82,223.46,223.96,225.36,386.8,389.76,388.74,408.6,409.14,438.3,462.16,460.69,486.85,510.71,508.51,555.79,59.94,60.05,59.99
2021-02-25 19:20:00,79104.09,81224.44,82488.45,21604.35,7033.45,4091.5,10479.4,243776.2,79416.16,81327.42,83151.45,19.25,220.79,221.66,223.07,382.35,385.99,384.36,221.68,222.53,223.79,383.95,387.33,385.74,222.46,223.06,224.4,385.11,388.18,387.03,324.75,334.97,340.47,370.85,377.37,388.44,448.11,449.68,470.3,59.92,60.06,60.0
2021-02-25 19:30:00,82449.75,79990.47,87167.79,11869.39,6762.53,-4571.86,9678.72,249890.0,82726.62,80121.02,87703.48,36.87,220.48,221.14,222.6,381.68,385.03,383.73,222.06,222.8,224.12,384.49,387.81,386.41,223.49,224.21,225.51,386.93,390.12,388.92,347.35,348.21,363.65,371.17,369.04,387.96,441.73,436.91,456.08,59.96,60.05,60.01
2021-02-25 19:40:00,80713.38,75897.39,83734.41,7775.93,6045.54,-5435.58,7165.96,240470.9,80939.47,76091.78,84040.48,33.41,222.63,223.4,224.83,385.44,388.98,387.54,223.25,224.0,225.33,386.52,389.92,388.49,223.54,224.41,225.6,387.2,390.48,388.93,343.67,337.23,366.4,377.73,365.89,393.18,429.03,409.97,441.03,59.97,60.05,60.01
2021-02-25 19:50:00,86470.77,83548.73,90288.38,11022.65,6766.05,-4787.24,9043.84,260541.1,86735.07,83685.77,90740.2,34.14,222.42,222.98,224.4,384.97,388.16,387.0,223.23,223.8,225.18,386.36,389.53,388.43,224.16,224.81,226.16,387.99,391.26,390.07,349.68,338.99,366.79,384.13,368.1,396.47,459.43,434.78,463.85,59.96,60.05,60.0
2021-02-25 20:00:00,105014.1,101844.0,110184.2,-5865.82,-6065.33,-8125.35,8324.86,317096.6,105189.1,102167.6,110498.3,34.62,223.88,224.46,225.74,387.59,390.72,389.37,224.28,224.8,226.28,388.13,391.32,390.31,224.58,225.04,226.63,388.55,391.85,390.89,356.83,340.19,362.19,444.76,426.14,451.78,524.85,500.76,531.21,59.99,60.08,60.03
2021-02-25 20:10:00,128003.7,125032.6,131541.7,86446.48,29695.1,22778.22,33973.15,394174.0,131403.0,127090.5,135858.0,48.96,222.78,223.23,224.83,385.52,388.71,387.7,223.65,224.07,225.67,387.0,390.15,389.21,224.58,224.95,226.64,388.42,391.75,390.98,451.49,432.28,470.49,572.47,555.01,588.6,649.22,628.16,665.83,59.96,60.05,60.0
2021-02-25 20:20:00,125811.8,121837.5,130471.0,79838.26,28018.59,20077.39,31742.27,386457.2,128894.0,123480.7,134276.8,51.32,223.23,223.65,225.08,386.39,389.24,388.25,223.71,224.21,225.71,387.18,390.33,389.23,224.21,224.76,226.32,388.02,391.4,390.22,544.02,520.15,563.9,587.16,564.18,602.83,645.06,622.25,660.64,59.96,60.1,60.01
2021-02-25 20:30:00,127769.9,121584.9,129180.5,70337.95,25458.77,17423.55,27455.63,385014.9,130281.6,122827.0,132066.0,55.78,222.61,223.13,224.69,385.25,388.51,387.46,223.87,224.39,226.02,387.4,390.78,389.72,224.5,225.05,226.64,388.55,391.88,390.76,547.75,522.47,556.96,574.93,548.97,586.04,616.5,589.08,632.31,59.94,60.07,60.01
2021-02-25 20:40:00,127883.1,123974.7,131559.3,79606.1,27611.16,20566.54,31428.4,391593.9,130829.9,125669.1,135261.2,52.19,222.54,223.19,224.81,385.21,388.76,387.46,222.9,223.54,225.1,385.82,389.3,388.01,223.16,223.93,225.41,386.32,389.99,388.48,559.68,530.31,563.27,581.06,552.66,589.34,637.09,599.5,633.01,59.92,60.03,59.98
2021-02-25 20:50:00,124047.3,120074.8,126571.7,80364.15,27933.03,20783.75,31647.37,379305.0,127153.4,121860.3,130468.2,53.41,222.47,223.42,224.85,385.33,389.13,387.29,222.97,223.91,225.43,386.15,390.07,388.26,223.27,224.17,225.68,386.76,390.36,388.76,557.91,531.46,565.49,586.23,560.4,595.59,625.3,599.87,633.35,59.95,60.05,60.01
2021-02-25 21:00:00,125419.7,121403.3,128106.6,85413.52,29832.8,22176.35,33404.37,384535.7,128919.0,123412.1,132390.2,53.82,223.07,223.71,225.33,386.11,389.65,388.37,223.51,224.21,225.87,386.86,390.6,389.21,223.81,224.52,226.19,387.44,391.11,389.8,563.08,535.11,564.03,585.07,558.84,589.35,617.85,590.56,630.14,59.97,60.05,60.01
2021-02-25 21:10:00,139689.2,134211.4,140275.7,90529.05,31286.97,23815.61,35426.47,423954.6,143150.1,136308.0,144680.0,63.98,223.35,224.16,225.71,386.72,390.4,388.92,223.73,224.54,226.12,387.36,391.16,389.55,224.26,225.2,226.67,388.42,392.17,390.46,573.74,545.93,583.21,623.63,594.9,630.31,691.96,662.21,693.68,59.96,60.07,60.02
2021-02-25 21:20:00,141924.9,135980.2,141916.9,93095.94,31362.74,25258.56,36474.64,430020.2,145348.9,138306.2,146529.2,65.29,221.76,222.39,223.8,383.93,387.19,385.82,223.72,224.53,225.96,387.42,390.95,389.39,224.65,225.57,226.98,389.11,392.8,391.04,615.23,581.56,615.9,640.84,607.01,637.03,692.25,661.86,687.64,59.97,60.07,60.03
2021-02-25 21:30:00,139499.1,132436.2,137812.0,82016.95,27875.25,21983.19,32158.52,417875.1,142256.9,134248.3,141514.4,65.65,221.2,221.89,223.19,383.07,386.18,384.77,221.87,222.69,223.94,384.33,387.57,385.97,222.28,223.02,224.29,384.84,388.04,386.76,590.93,555.3,588.0,640.66,604.96,637.18,703.52,660.84,699.23,59.94,60.06,60.01
2021-02-25 21:40:00,140861.1,133832.3,137622.3,85875.37,29163.68,23594.48,33117.2,421163.7,143848.4,135896.2,141550.9,66.45,221.78,222.32,223.79,383.88,387.04,385.84,222.19,222.77,224.21,384.63,387.79,386.62,222.67,223.23,224.79,385.4,388.67,387.62,586.7,548.63,579.62,635.34,596.37,627.15,703.65,662.48,695.28,59.9,60.03,59.97
2021-02-25 21:50:00,135784.6,128342.2,133640.2,84657.05,29191.4,22679.49,32786.15,406676.1,138887.0,130330.7,137603.2,66.87,221.97,222.75,223.99,384.48,387.64,386.12,222.5,223.22,224.55,385.32,388.52,387.11,222.87,223.59,224.92,385.97,389.17,387.73,579.31,541.69,572.32,635.25,598.11,628.14,688.41,650.95,687.04,59.93,60.06,60.0
2021-02-25 22:00:00,130925.9,124520.3,128627.4,64477.18,21131.85,17199.43,26145.9,389448.1,132620.3,125702.5,131257.8,62.22,221.63,222.31,223.73,383.73,387.09,385.62,222.02,222.75,224.03,384.51,387.65,386.23,222.47,223.24,224.4,385.38,388.38,386.92,582.29,542.99,574.96,632.13,596.82,621.03,681.41,650.8,655.88,59.88,60.04,59.95
2021-02-25 22:10:00,142546.1,138148.8,141344.6,86754.7,28567.88,24099.0,34087.83,430863.8,145380.5,140234.9,145397.0,59.46,221.42,222.2,223.57,383.52,386.85,385.23,221.9,222.59,224.01,384.23,387.51,386.14,222.15,222.98,224.31,384.81,388.01,386.67,571.78,538.11,562.8,626.02,594.25,614.65,705.04,670.07,695.64,59.89,60.0,59.94
2021-02-25 22:20:00,131310.2,124945.0,129831.6,78880.56,26957.56,21646.72,30276.28,394062.3,134048.8,126806.3,133315.0,58.49,221.21,222.15,223.49,383.25,386.79,384.99,222.24,223.08,224.33,384.98,388.26,386.63,222.85,223.6,224.66,386.1,388.84,387.41,561.0,534.77,554.77,612.29,583.37,604.89,695.37,669.62,689.06,59.93,60.06,59.98
