time,Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa[VA],Sb [VA],Sc [VA],In [A],Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],Freq min [Hz],Freq max [Hz],Freq avg [Hz]
2021-03-05 05:40:00,120734.8,110486.8,115797.8,45241.36,16655.32,10432.59,18153.45,349956.0,121878.2,110978.2,117212.1,69.68,221.15,222.26,222.92,383.54,386.3,384.27,221.6,222.71,223.39,384.31,387.09,385.08,222.04,223.14,223.81,385.01,387.76,385.87,521.36,473.19,502.86,588.92,540.88,564.93,656.82,607.6,635.65,59.96,60.07,60.01
2021-03-05 05:50:00,127245.3,119429.5,122807.8,70345.64,24952.47,18536.32,26856.85,376119.5,129668.8,120859.4,125710.2,66.99,221.06,222.34,222.93,383.54,386.43,384.14,221.55,222.77,223.41,384.29,387.2,385.06,221.96,223.19,223.83,384.97,387.91,385.82,511.71,460.63,482.96,554.42,503.42,526.76,639.47,588.78,613.25,59.95,60.06,60.0
2021-03-05 06:00:00,131765.3,123436.8,127558.0,90870.91,31937.22,24692.74,34240.94,393399.0,135580.5,125882.4,132073.8,71.55,220.73,221.83,222.5,382.85,385.57,383.5,221.17,222.26,222.95,383.59,386.31,384.3,221.63,222.71,223.36,384.39,387.02,385.08,555.94,518.01,536.57,591.9,553.57,574.29,631.97,594.35,612.78,59.94,60.08,60.02
2021-03-05 06:10:00,117622.8,111323.4,115313.3,61807.04,21882.74,15500.29,24424.01,349763.7,119641.0,112397.3,117871.5,60.03,220.22,221.21,221.94,381.81,384.47,382.69,220.91,221.94,222.65,383.06,385.76,383.86,221.24,222.32,222.95,383.67,386.34,384.4,539.54,503.52,528.07,580.05,539.31,565.33,647.02,601.03,626.73,59.99,60.11,60.05
2021-03-05 06:20:00,117248.7,111236.7,117034.3,45558.91,16213.01,10529.41,18816.49,348510.4,118364.4,111733.9,118537.3,53.63,220.64,221.84,222.3,382.82,385.48,383.2,222.34,223.46,224.04,385.66,388.33,386.21,223.63,224.66,225.27,387.82,390.38,388.45,526.82,485.55,519.5,565.88,526.57,561.28,635.39,590.91,632.06,60.01,60.12,60.07
2021-03-05 06:30:00,113036.9,108792.8,113772.7,37358.22,13146.67,8054.53,16157.02,337675.3,113798.9,109090.6,114914.2,48.34,222.85,222.81,224.06,386.12,386.95,387.39,223.31,224.39,225.07,387.24,390.01,388.03,223.75,224.77,225.41,387.96,390.56,388.74,467.73,427.84,465.64,509.0,472.25,504.06,569.56,525.14,559.45,60.0,60.11,60.05
2021-03-05 06:40:00,102963.4,96991.09,100129.7,26775.46,9628.01,5496.46,11650.99,301276.3,103412.6,97146.71,100805.2,49.1,222.38,223.44,224.11,385.65,388.36,386.39,223.17,224.17,224.97,386.9,389.73,387.85,223.86,225.0,225.85,388.13,391.27,389.22,416.15,404.58,420.15,457.23,438.4,459.08,545.5,515.19,545.0,59.94,60.05,60.0
2021-03-05 06:50:00,96043.8,93345.68,99416.81,27384.5,9296.98,5476.4,12611.13,290101.7,96492.73,93506.19,100213.5,41.15,223.63,224.81,225.69,387.74,391.0,388.88,224.43,225.7,226.46,389.23,392.5,390.16,225.38,226.66,227.5,390.83,394.24,391.9,402.9,395.21,412.35,429.09,415.55,432.96,482.56,458.59,476.33,59.93,60.03,59.98
2021-03-05 07:00:00,98328.54,96137.53,100337.9,22277.12,6985.46,4515.4,10776.26,295644.4,98576.36,96243.52,100914.9,38.05,222.28,223.66,224.41,385.53,389.03,386.5,223.39,224.68,225.53,387.37,390.85,388.49,225.64,226.86,227.8,391.16,394.75,392.41,419.27,395.25,423.26,440.36,421.63,446.91,493.27,468.41,489.21,59.99,60.07,60.03
2021-03-05 07:10:00,99396.98,93193.35,99694.69,27789.34,9818.68,5383.42,12587.23,293603.1,99880.76,93348.71,100486.2,50.54,222.58,223.94,224.71,386.15,389.54,387.0,222.95,224.22,225.03,386.62,390.02,387.65,223.34,224.47,225.3,387.18,390.42,388.26,429.78,411.08,432.22,451.23,431.48,456.27,500.26,481.69,504.71,59.97,60.07,60.02
2021-03-05 07:20:00,116694.4,111397.5,117440.9,75517.89,25605.14,19550.12,30362.64,353689.0,119470.5,113100.0,121302.3,60.47,220.39,222.75,222.91,383.98,387.43,382.68,222.56,223.64,224.51,385.83,388.99,386.9,223.11,224.44,225.09,386.99,390.23,387.82,446.56,415.48,445.86,531.48,506.12,540.79,619.5,599.27,635.78,59.99,60.09,60.04
2021-03-05 07:30:00,117956.0,116541.6,119655.5,73144.89,24510.98,19104.64,29529.27,361627.6,120475.7,118097.1,123245.4,47.75,221.22,222.38,223.38,383.57,386.98,384.7,221.88,222.99,223.91,384.68,387.92,385.76,222.48,223.49,224.36,385.68,388.72,386.67,529.13,504.16,539.03,555.29,537.54,564.57,603.46,581.57,609.6,59.92,60.09,60.01
2021-03-05 07:40:00,134104.3,132574.6,137740.5,111997.7,37342.64,31131.21,43523.84,419641.0,139206.5,136180.7,144453.4,54.82,219.96,221.1,222.09,381.38,384.79,382.44,220.86,222.02,222.97,382.95,386.29,384.04,221.66,222.83,223.69,384.37,387.58,385.34,529.64,517.49,539.49,581.49,559.38,584.52,667.46,647.5,685.57,59.92,60.04,59.97
2021-03-05 07:50:00,128587.0,130266.7,131946.7,101380.1,32914.61,28177.43,40288.04,403736.1,132732.8,133279.3,137960.3,44.22,219.87,221.01,222.02,381.33,384.6,382.34,220.34,221.42,222.38,382.03,385.24,383.06,222.86,223.93,224.86,386.42,389.53,387.39,554.38,550.1,570.59,601.79,592.5,617.32,675.99,665.02,691.21,59.91,60.04,59.99
2021-03-05 08:00:00,118089.8,118403.8,117700.7,85381.41,28280.98,23297.76,33802.68,364339.9,121429.1,120674.2,122458.4,47.33,221.85,222.69,223.68,384.5,387.29,385.59,222.69,223.61,224.59,386.02,388.92,387.07,223.05,223.98,224.93,386.64,389.61,387.61,536.73,532.06,539.59,577.33,575.0,583.95,669.73,662.73,687.2,59.91,60.04,59.99
2021-03-05 08:10:00,127708.6,128144.3,128333.3,89874.61,30193.71,24076.89,35604.01,394558.5,131229.4,130386.5,133180.6,51.02,222.11,223.05,224.27,384.94,388.23,386.32,222.89,223.82,224.93,386.31,389.41,387.6,223.25,224.18,225.29,386.91,390.02,388.18,541.51,537.52,541.65,592.91,584.16,591.05,708.33,690.13,697.89,59.93,60.05,60.0
2021-03-05 08:20:00,112409.4,110019.2,115282.3,97661.73,33276.68,26273.13,38111.93,351548.7,117231.5,113112.8,121418.8,52.35,221.52,222.49,223.49,383.98,387.03,385.13,222.37,223.34,224.36,385.45,388.51,386.63,222.75,223.78,224.89,386.11,389.36,387.44,525.57,505.35,540.78,593.81,577.28,597.09,651.2,632.56,655.75,59.94,60.06,59.99
2021-03-05 08:30:00,104655.5,104437.1,105834.9,66820.83,21717.68,17683.03,27420.12,321938.5,106885.2,105923.6,109329.2,44.43,222.01,222.9,223.92,384.73,387.79,385.93,222.99,223.98,224.8,386.57,389.45,387.53,223.46,224.51,225.14,387.47,390.18,388.16,462.27,447.86,470.9,501.6,484.28,508.59,598.08,575.4,607.99,59.93,60.08,59.98
2021-03-05 08:40:00,107978.3,109167.5,108157.3,77756.8,25717.59,20759.47,31279.73,334467.1,110998.7,111123.8,112589.6,46.08,222.0,222.98,223.71,384.95,387.56,385.71,222.6,223.62,224.34,386.02,388.69,386.74,223.27,224.32,225.02,387.18,389.91,387.87,458.7,457.39,460.24,497.17,493.68,497.99,545.44,541.22,544.81,59.95,60.07,60.01
2021-03-05 08:50:00,110382.4,111050.3,109933.4,85396.35,27664.18,23224.64,34507.53,342192.9,113796.2,113452.9,115222.1,50.52,221.53,222.38,223.19,383.99,386.56,384.91,221.93,222.82,223.61,384.7,387.3,385.62,222.5,223.4,224.22,385.73,388.35,386.63,465.42,457.4,463.28,515.55,498.1,505.85,603.16,575.9,593.86,59.96,60.04,59.99
2021-03-05 09:00:00,101794.5,100740.3,100094.8,64077.39,20609.27,16750.56,26717.57,309338.9,103859.8,102123.4,103599.2,52.69,221.18,222.07,222.88,383.4,386.02,384.37,221.81,222.75,223.58,384.51,387.25,385.5,222.31,223.2,224.12,385.31,388.1,386.46,462.21,451.09,457.65,502.14,492.67,497.04,559.72,550.31,555.04,59.94,60.06,60.01
2021-03-05 09:10:00,111096.7,109231.1,108218.8,82200.6,27376.39,22632.3,32191.9,338673.5,114420.0,111551.1,112905.3,54.82,221.6,222.6,223.49,384.17,387.06,385.24,221.94,222.9,223.77,384.73,387.56,385.78,222.25,223.17,224.12,385.19,388.1,386.36,449.57,444.57,450.3,493.45,482.55,487.26,541.85,529.66,533.45,59.94,60.02,59.98
2021-03-05 09:20:00,108290.9,105640.6,108784.3,76412.01,25810.71,21047.88,29553.42,331638.8,111324.3,107717.0,112727.2,44.59,220.96,221.91,222.82,383.01,385.9,384.14,221.94,222.9,223.64,384.78,387.45,385.6,222.39,223.28,223.97,385.49,388.09,386.26,481.4,462.79,476.95,512.25,492.49,512.58,570.97,542.23,564.18,59.93,60.09,60.02
2021-03-05 09:30:00,112806.9,112810.8,114850.2,85015.54,28178.78,23635.83,33200.94,350921.7,116273.1,115260.2,119552.8,39.16,221.54,222.41,223.07,384.13,386.52,384.74,222.1,222.93,223.77,384.93,387.56,385.91,222.39,223.24,224.01,385.47,388.07,386.4,487.2,468.03,488.02,524.33,502.28,524.95,583.18,554.64,580.48,59.99,60.07,60.03
2021-03-05 09:40:00,108586.3,110362.0,111391.2,75915.89,24907.68,20377.95,30630.27,338950.4,111406.3,112227.5,115525.8,40.05,221.26,222.26,223.2,383.57,386.59,384.66,221.71,222.63,223.52,384.32,387.12,385.32,222.18,223.01,223.88,384.99,387.74,386.09,477.07,473.18,488.73,511.12,505.13,519.43,563.22,547.83,565.18,59.97,60.08,60.03
2021-03-05 09:50:00,92017.63,93204.37,90041.02,67562.21,21630.4,18937.43,26994.38,283433.2,94525.76,95108.78,94000.43,44.34,220.36,221.33,222.2,382.0,384.88,383.0,221.21,222.25,223.02,383.56,386.4,384.42,221.85,222.97,223.69,384.77,387.59,385.5,422.4,416.53,414.63,485.91,474.89,490.38,568.29,556.9,581.51,59.94,60.06,59.99
2021-03-05 10:00:00,89652.97,89052.02,88200.77,65287.5,21813.36,17917.37,25556.77,274774.7,92268.51,90836.63,91828.77,44.41,220.27,221.16,221.96,381.79,384.46,382.76,222.35,223.29,224.04,385.48,388.1,386.33,223.69,224.55,225.33,387.71,390.34,388.66,403.88,397.56,402.76,436.29,433.0,433.51,488.8,494.19,486.39,59.93,60.03,59.99
2021-03-05 10:10:00,87655.73,90638.6,82252.77,62790.3,20545.27,17969.4,24275.62,268006.4,90031.3,92402.68,85760.27,50.79,222.81,223.69,224.57,386.22,388.79,387.28,223.25,224.21,225.0,387.04,389.71,387.99,223.61,224.66,225.34,387.74,390.44,388.55,378.93,377.28,373.04,416.2,409.95,401.38,467.98,461.54,460.85,59.94,60.03,59.99
2021-03-05 10:20:00,80816.47,80150.61,76553.88,46078.24,14980.48,12425.69,18672.08,241949.2,82193.16,81108.06,78798.11,47.02,222.33,223.15,224.19,385.26,388.13,386.58,222.97,223.83,224.74,386.45,389.13,387.56,223.37,224.23,225.08,387.21,389.76,388.24,357.06,361.58,350.62,409.53,413.43,399.62,498.92,499.59,495.66,59.92,60.03,59.98
2021-03-05 10:30:00,79958.14,78825.2,77741.0,40761.89,13559.0,10790.48,16412.41,240011.0,81099.63,79560.33,79454.58,42.66,222.63,223.61,224.43,385.95,388.72,387.01,223.37,224.33,225.14,387.22,389.94,388.24,224.37,225.39,226.18,388.95,391.8,390.0,351.28,344.43,333.16,385.58,383.8,371.88,454.43,446.73,430.6,59.92,60.01,59.97
2021-03-05 10:40:00,92040.59,91272.55,86450.84,63239.78,19889.35,18031.57,25318.87,277077.4,94165.05,93036.64,90082.14,53.32,223.68,224.59,225.46,387.72,390.45,388.77,224.49,225.48,226.31,389.14,391.97,390.25,225.16,226.17,227.06,390.24,393.25,391.5,339.43,336.35,321.4,402.21,392.9,384.58,489.98,467.07,460.7,59.93,60.03,59.99
2021-03-05 10:50:00,93563.48,93012.57,86805.48,44521.11,13632.15,13260.98,17627.98,276983.0,94551.36,93953.13,88577.29,52.84,223.7,224.7,225.61,387.77,390.79,388.94,224.37,225.31,226.24,388.87,391.78,390.09,224.8,225.79,226.64,389.64,392.47,390.78,384.0,379.86,370.58,430.03,424.98,412.57,511.66,500.48,490.84,59.93,60.04,59.99
2021-03-05 11:00:00,89954.06,88344.71,84321.18,47058.31,14588.63,13715.89,18753.79,266802.8,91129.37,89403.09,86381.52,52.5,223.81,224.77,225.64,387.89,390.69,389.16,224.17,225.13,225.99,388.58,391.35,389.71,224.51,225.56,226.48,389.2,392.21,390.43,399.21,388.89,369.6,424.01,419.44,393.84,484.43,479.45,446.28,59.96,60.05,60.0
2021-03-05 11:10:00,83676.02,80396.88,79283.95,44545.97,14169.35,12174.41,18202.21,247400.3,84867.23,81313.43,81346.58,51.83,222.82,223.71,224.66,386.17,388.95,387.41,223.68,224.61,225.55,387.63,390.54,388.94,224.13,225.11,226.06,388.45,391.44,389.75,371.45,354.83,355.05,423.08,411.19,397.99,490.38,474.55,455.82,59.94,60.03,59.98
2021-03-05 11:20:00,77527.32,75284.09,74736.5,37154.21,12428.14,9020.94,15705.14,230561.2,78517.16,75822.63,76368.81,42.81,223.12,224.13,225.09,386.75,389.8,387.97,223.64,224.6,225.5,387.59,390.52,388.84,224.05,224.9,225.81,388.26,391.1,389.4,318.13,298.33,304.56,374.61,365.89,363.05,468.34,459.72,450.62,59.94,60.06,60.01
2021-03-05 11:30:00,74585.13,74923.95,71349.14,34081.27,10461.04,9063.23,14556.99,223472.3,75315.17,75470.13,72818.99,32.79,222.9,223.82,224.71,386.32,389.15,387.5,223.58,224.45,225.38,387.44,390.28,388.67,223.87,224.81,225.71,387.98,390.9,389.2,286.08,297.33,289.96,323.88,335.73,325.62,374.29,392.17,377.58,59.96,60.06,60.01
2021-03-05 11:40:00,75819.45,78280.71,74612.52,32255.52,10583.78,7813.67,13858.07,230976.0,76554.59,78669.71,75888.56,30.67,222.8,223.62,224.74,386.04,388.98,387.46,223.28,224.16,225.16,386.85,389.84,388.27,223.79,224.6,225.54,387.71,390.51,389.05,310.87,310.69,302.31,335.81,334.36,322.45,381.51,380.17,371.16,59.95,60.06,59.99
2021-03-05 11:50:00,70261.77,72112.53,68189.3,37719.02,11997.4,10061.83,15659.79,213915.3,71278.7,72811.11,69964.34,30.28,222.18,223.19,224.09,385.09,388.15,386.3,222.98,223.8,224.81,386.36,389.19,387.67,223.4,224.1,225.15,386.93,389.7,388.38,294.17,293.24,287.4,337.43,352.05,335.7,400.25,416.31,394.37,59.96,60.05,60.0
2021-03-05 12:00:00,53208.59,60020.47,55815.75,25624.68,7810.41,5475.98,12338.29,170975.9,53778.77,60269.75,57163.2,18.05,222.59,223.39,224.4,385.65,388.48,387.0,223.21,224.1,225.01,386.81,389.67,388.02,223.66,224.56,225.51,387.57,390.49,388.82,200.48,238.36,222.87,249.79,271.03,259.79,326.64,330.78,316.61,59.93,60.03,59.99
2021-03-05 12:10:00,57452.94,61348.89,55113.68,28572.72,9229.66,6391.88,12951.19,176247.0,58189.57,61680.97,56614.93,36.02,221.91,223.0,223.79,384.68,387.73,385.81,222.52,223.49,224.35,385.67,388.59,386.82,222.97,223.89,224.8,386.44,389.29,387.62,203.18,231.51,214.3,236.87,261.4,244.53,298.85,306.26,286.88,59.96,60.06,60.01
2021-03-05 12:20:00,53420.09,59025.15,53508.42,28207.42,7727.88,6992.17,13487.37,168333.8,53976.17,59437.86,55182.07,19.64,222.36,223.32,224.25,385.37,388.41,386.6,222.98,223.86,224.73,386.41,389.22,387.57,223.49,224.33,225.13,387.33,389.91,388.34,209.05,230.1,221.38,235.24,260.35,246.81,298.06,309.97,301.4,59.98,60.08,60.03
2021-03-05 12:30:00,68497.05,70633.48,65143.43,36781.29,10716.75,9912.05,16152.49,207559.0,69330.34,71325.58,67116.09,32.89,223.33,224.07,224.93,386.94,389.51,388.08,224.15,225.06,225.89,388.46,391.26,389.58,224.78,225.75,226.67,389.58,392.58,390.84,203.52,233.64,213.71,256.29,273.74,258.04,338.15,349.58,329.83,60.01,60.09,60.05
2021-03-05 12:40:00,96576.36,96110.3,92577.09,55627.51,16668.07,15561.18,23398.26,290636.9,98004.17,97361.91,95488.2,50.69,223.82,224.76,225.74,387.85,390.89,389.21,224.4,225.33,226.29,388.88,391.84,390.17,224.8,225.75,226.77,389.53,392.66,390.98,313.55,321.33,301.61,400.61,401.31,387.5,492.98,473.57,473.77,59.99,60.07,60.03
2021-03-05 12:50:00,91484.05,92827.06,87745.41,58387.29,18055.69,16163.26,24168.34,278251.4,93248.8,94223.75,91013.0,49.83,223.54,224.66,225.57,387.5,390.72,388.79,224.24,225.26,226.14,388.71,391.67,389.87,224.51,225.57,226.41,389.21,392.19,390.32,375.77,376.81,360.93,409.23,412.5,392.74,460.91,465.76,457.39,59.94,60.05,59.99
2021-03-05 13:00:00,86595.34,83702.16,82975.65,48209.12,14664.75,13130.38,20413.99,257820.5,87828.28,84725.79,85449.92,56.27,224.0,224.99,225.86,388.31,391.16,389.41,224.3,225.39,226.26,388.81,391.96,390.02,224.51,225.64,226.53,389.26,392.49,390.42,362.0,353.48,354.46,403.32,395.58,394.95,453.23,446.7,452.15,59.95,60.05,59.99
2021-03-05 13:10:00,88970.63,88900.78,86114.72,58231.24,18037.19,15705.77,24488.28,270332.3,90780.57,90277.46,89528.88,51.64,223.64,224.84,225.55,387.81,390.92,388.77,224.1,225.21,226.1,388.44,391.69,389.72,224.39,225.61,226.33,389.1,392.24,390.14,362.01,345.47,352.22,386.53,376.4,379.01,430.39,431.35,431.79,59.95,60.04,60.0
2021-03-05 13:20:00,85013.47,83840.91,81255.75,50626.53,15163.53,14024.6,21438.4,255182.5,86355.21,85005.81,84036.31,52.66,223.81,224.71,225.78,387.74,390.89,389.29,224.25,225.27,226.23,388.64,391.81,390.0,224.54,225.56,226.46,389.16,392.25,390.44,361.05,361.49,350.44,387.43,384.05,375.19,429.05,422.93,421.63,59.97,60.04,60.01
2021-03-05 13:30:00,85948.05,85137.66,80270.64,59250.65,18224.91,17067.22,23958.52,258245.3,87859.06,86831.52,83769.84,51.12,222.84,223.63,224.68,386.09,388.93,387.45,223.88,224.79,225.65,387.99,390.8,389.17,224.41,225.43,226.27,388.94,392.0,390.18,362.52,361.02,346.54,395.87,390.16,378.88,484.21,479.47,462.34,59.96,60.05,60.01
2021-03-05 13:40:00,111274.2,109106.0,104767.6,50207.68,14803.14,14408.42,20996.12,329001.4,112254.5,110053.3,106850.8,57.68,222.32,222.83,223.13,385.32,386.5,385.57,222.89,223.81,224.72,386.3,389.14,387.5,223.55,224.45,225.37,387.33,390.24,388.7,372.35,361.18,350.36,434.89,430.88,414.93,541.38,527.81,512.56,59.94,60.05,60.0
2021-03-05 13:50:00,110200.2,107936.2,104352.1,56372.06,16997.18,15562.37,23812.52,327378.4,111503.3,109052.3,107034.5,60.41,221.2,222.23,223.14,383.43,386.48,384.62,222.2,223.13,224.08,385.11,388.0,386.36,222.61,223.46,224.45,385.73,388.56,387.05,444.12,429.37,420.09,492.47,480.99,464.38,555.48,542.03,527.45,59.95,60.03,59.99
2021-03-05 14:00:00,110143.3,113330.3,104684.7,56464.65,16411.7,16116.31,23936.64,332980.7,111359.2,114470.5,107386.5,49.69,220.97,221.79,222.74,383.01,385.59,384.08,221.62,222.49,223.51,384.09,386.89,385.35,222.05,222.96,223.94,384.79,387.8,386.1,472.1,468.33,444.88,496.16,500.36,469.13,569.23,569.7,545.24,59.95,60.04,60.0
2021-03-05 14:10:00,111750.8,108948.0,105643.5,47358.56,14302.68,13724.42,19331.47,329760.7,112662.3,109809.1,107397.6,53.12,220.75,221.66,222.57,382.73,385.41,383.66,221.27,222.09,223.04,383.48,386.13,384.63,221.77,222.45,223.44,384.19,386.78,385.47,464.68,450.0,440.94,498.25,498.49,479.15,556.37,559.78,535.38,59.94,60.03,60.0
2021-03-05 14:20:00,100989.3,98707.79,94683.05,40351.76,11878.34,11784.17,16689.25,297132.9,101685.5,99408.73,96142.66,51.82,220.76,221.5,222.54,382.54,385.19,383.73,221.23,222.08,222.98,383.44,386.09,384.53,221.58,222.41,223.25,384.0,386.6,385.05,457.57,445.88,429.96,497.25,489.52,474.13,574.66,572.54,555.92,59.95,60.06,59.99
2021-03-05 14:30:00,105428.7,102497.3,100991.8,48960.35,14943.35,13749.99,20267.02,312773.7,106482.5,103415.5,103005.3,51.72,220.79,221.71,222.51,382.74,385.36,383.73,221.34,222.29,223.16,383.67,386.46,384.78,221.6,222.55,223.37,384.12,386.9,385.18,444.95,432.05,409.65,476.48,464.69,448.71,543.09,512.77,515.29,59.97,60.07,60.01
2021-03-05 14:40:00,102190.7,101621.6,98950.02,54912.45,16618.26,14808.67,23485.52,307701.8,103533.1,102694.9,101698.9,51.74,220.88,221.83,222.71,382.84,385.74,383.95,222.42,223.33,224.19,385.51,388.26,386.59,223.17,224.15,224.98,386.86,389.71,387.89,428.7,402.72,404.83,477.9,467.31,460.47,555.09,526.05,537.22,59.96,60.03,59.99
2021-03-05 14:50:00,112984.7,109058.4,111891.8,14605.76,8449.64,-7314.5,13470.63,334254.1,113300.2,109303.4,112699.7,55.17,222.36,223.42,224.34,385.46,388.6,386.63,223.12,224.09,224.89,386.83,389.55,387.74,223.51,224.41,225.16,387.49,390.07,388.36,462.35,456.21,449.95,524.68,518.33,516.82,592.45,586.43,596.23,59.93,60.02,59.98
2021-03-05 15:00:00,96190.11,97872.09,97078.7,-9609.01,-8240.54,-10068.46,8700.0,291299.4,96542.45,98388.62,97467.76,36.5,223.37,224.18,225.03,387.07,389.72,388.17,224.01,224.92,225.74,388.26,390.95,389.34,224.4,225.42,226.18,388.98,391.82,390.09,407.03,425.13,417.33,475.53,459.96,462.72,547.19,528.46,536.23,59.95,60.07,60.02
2021-03-05 15:10:00,97815.26,96321.45,98203.87,11929.04,7056.42,-6709.17,11581.79,292583.9,98069.45,96554.83,98884.46,42.6,223.59,224.5,225.28,387.66,390.16,388.48,224.18,225.06,225.85,388.61,391.17,389.51,225.49,226.51,227.15,390.99,393.61,391.74,391.33,399.32,394.01,424.49,432.37,429.22,477.17,480.42,476.39,59.97,60.06,60.02
2021-03-05 15:20:00,119720.3,117048.8,116605.0,87959.16,28330.7,24463.16,35165.3,364156.7,123026.8,119577.9,121792.1,61.03,224.45,225.49,226.3,389.15,392.05,390.07,224.98,226.03,226.78,390.08,392.91,390.97,225.5,226.51,227.18,390.94,393.64,391.79,416.58,411.09,418.28,476.72,461.88,470.47,586.97,568.94,577.54,59.98,60.05,60.02
2021-03-05 15:30:00,122113.5,118006.7,120251.1,91701.7,30286.29,25167.93,36247.48,371855.7,125813.2,120660.7,125595.4,62.42,223.21,224.22,225.05,387.06,389.84,387.88,223.8,224.74,225.61,387.97,390.76,388.94,224.67,225.72,226.5,389.58,392.41,390.43,545.89,527.25,536.72,576.17,565.0,568.69,664.53,662.37,659.3,59.99,60.06,60.03
2021-03-05 15:40:00,132618.3,129196.9,128373.4,101651.1,32696.77,29034.42,39919.87,403212.2,136589.5,132419.1,134437.1,65.45,223.02,223.84,224.93,386.47,389.35,387.75,223.66,224.53,225.51,387.63,390.46,388.79,223.92,224.82,225.76,388.08,390.92,389.25,555.61,531.04,548.57,595.81,577.59,578.68,659.89,650.45,644.25,59.99,60.06,60.02
2021-03-05 15:50:00,127228.0,124001.3,121541.3,84620.15,26728.54,23935.89,33955.71,382254.5,130005.3,126290.3,126195.4,65.01,223.01,223.86,224.88,386.39,389.42,387.76,223.52,224.38,225.38,387.38,390.21,388.58,224.01,224.96,225.8,388.33,391.1,389.34,548.05,529.9,534.92,587.09,573.4,570.29,639.3,624.12,618.07,59.98,60.06,60.02
2021-03-05 16:00:00,128575.9,127394.4,122732.7,90345.89,28487.69,25525.05,36333.15,389330.6,131694.0,129926.3,127997.7,65.62,223.08,223.9,224.85,386.58,389.33,387.7,223.59,224.49,225.49,387.53,390.41,388.72,223.9,224.91,225.93,388.1,391.21,389.39,559.66,538.04,541.0,588.88,573.82,570.46,663.37,647.31,644.58,59.97,60.07,60.03
2021-03-05 16:10:00,127004.6,128508.7,121356.0,92192.51,28427.15,26498.2,37267.16,387981.8,130147.1,131212.2,126949.3,60.94,223.16,224.02,225.09,386.74,389.62,388.04,223.77,224.69,225.76,387.83,390.83,389.12,224.05,225.07,226.13,388.25,391.57,389.6,533.47,538.8,523.57,572.85,569.35,556.72,635.94,632.85,625.49,59.96,60.08,60.02
2021-03-05 16:20:00,129003.6,126522.2,123435.0,89499.19,29093.83,25260.91,35144.45,389385.9,132243.7,129019.3,128340.7,63.67,223.37,224.3,225.36,387.14,390.07,388.49,223.96,224.75,225.9,388.04,390.94,389.48,224.54,225.23,226.49,388.91,391.81,390.58,563.47,554.73,538.09,599.03,588.77,572.21,670.06,629.49,617.81,59.98,60.08,60.02
2021-03-05 16:30:00,133091.2,133053.0,130565.5,94482.11,30482.04,26261.57,37738.49,407805.7,136537.3,135619.9,135910.1,59.32,222.46,223.4,224.53,385.56,388.65,386.95,223.26,224.21,225.35,386.92,390.09,388.34,224.51,225.21,226.48,388.86,391.84,390.5,573.71,561.67,544.99,603.23,591.76,581.4,667.25,659.98,652.46,59.97,60.07,60.03
2021-03-05 16:40:00,136177.0,138711.2,133195.4,89000.81,28238.94,24649.02,36112.85,417676.2,139074.2,140884.3,138004.2,56.24,222.74,223.51,224.84,385.96,388.96,387.43,223.16,223.95,225.19,386.65,389.69,388.12,223.43,224.25,225.5,387.21,390.18,388.69,568.47,571.99,569.05,605.04,613.8,602.67,665.38,680.97,667.75,59.97,60.09,60.03
2021-03-05 16:50:00,137907.8,137353.3,134290.3,93192.07,29369.65,26741.78,37080.64,420020.4,141000.5,139932.3,139315.7,56.62,222.36,223.14,224.17,385.36,388.04,386.51,223.2,223.97,225.15,386.69,389.66,388.15,224.29,225.08,226.12,388.58,391.46,389.93,579.19,565.63,569.71,613.12,604.46,601.83,664.72,651.97,648.72,59.94,60.04,59.98
2021-03-05 17:00:00,133817.8,130140.5,130396.2,89200.8,30066.75,24625.1,34508.94,404317.0,137154.0,132449.8,134885.3,61.86,222.65,223.5,224.62,385.89,388.83,387.1,223.18,224.04,225.29,386.68,389.91,388.23,223.55,224.44,225.68,387.27,390.65,388.9,585.85,571.14,579.71,616.89,604.33,608.42,681.06,667.93,662.77,59.92,60.02,59.98
2021-03-05 17:10:00,133048.4,129010.3,125708.3,87891.5,29264.38,25292.78,33334.34,397603.1,136228.8,131466.3,130052.9,65.39,223.01,223.82,225.08,386.37,389.53,387.9,223.79,224.5,225.71,387.68,390.57,389.14,224.36,225.04,226.26,388.62,391.51,390.15,587.85,576.49,569.69,614.72,601.66,600.6,668.54,655.14,661.99,59.94,60.04,59.99
2021-03-05 17:20:00,135384.8,135295.0,130348.8,100640.6,32253.78,29039.64,39347.13,413464.0,139173.8,138376.4,136158.1,59.37,223.4,224.27,225.14,387.05,389.63,388.64,223.93,224.8,225.96,388.06,391.08,389.45,224.56,225.35,226.62,389.04,392.12,390.63,588.88,567.0,563.92,624.99,610.84,602.39,674.75,667.33,673.15,59.97,60.08,60.02
